dataset	description	version	name	taxon_id	genbank_accession	mart	n_gene	n_bp_genesets	n_cc_genesets	n_mf_genesets	ncbi_genome_link
vcgca019457755v1rs_eg_gene	Venturia canescens (Endoparasitoid wasp, UGA) genes (ASM1945775v1)	ASM1945775v1	Venturia canescens (Endoparasitoid wasp, UGA)	32260	GCA_019457755.1	metazoa_mart	14009	2429	566	1534	https://ftp.ncbi.nih.gov/genomes/all/GCA/019/457/755//GCA_019457755.1_ASM1945775v1/GCA_019457755.1_ASM1945775v1_assembly_report.txt
vdgca002443255_eg_gene	Varroa destructor (Honeybee mite) genes (Vdes_3.0)	Vdes_3.0	Varroa destructor (Honeybee mite)	109461	GCA_002443255.1	metazoa_mart	12891	2530	578	1482	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/443/255//GCA_002443255.1_Vdes_3.0/GCA_002443255.1_Vdes_3.0_assembly_report.txt
zcgca012273895v2rs_eg_gene	Zerene cesonia (Southern Dogface) genes (Zerene_cesonia_1.1)	Zerene_cesonia_1.1	Zerene cesonia (Southern Dogface)	33412	GCA_012273895.2	metazoa_mart	12772	2419	557	1513	https://ftp.ncbi.nih.gov/genomes/all/GCA/012/273/895//GCA_012273895.2_Zerene_cesonia_1.1/GCA_012273895.2_Zerene_cesonia_1.1_assembly_report.txt
znevadensis_eg_gene	Zootermopsis nevadensis (Nevada dampwood termite) genes (ZooNev1.0)	ZooNev1.0	Zootermopsis nevadensis (Nevada dampwood termite)	136037	GCA_000696155.1	metazoa_mart	14967	2800	647	1694	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/696/155//GCA_000696155.1_ZooNev1.0/GCA_000696155.1_ZooNev1.0_assembly_report.txt
aalpina_eg_gene	Arabis alpina genes (A_alpina_V4)	A_alpina_V4	Arabis alpina	50452	GCA_000733195.1	plants_mart	24009	4748	724	2368	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/733/195//GCA_000733195.1_A_alpina_V4/GCA_000733195.1_A_alpina_V4_assembly_report.txt
achinensis_eg_gene	Actinidia chinensis genes (Red5_PS1_1.69.0)	Red5_PS1_1.69.0	Actinidia chinensis	1590841	GCA_003024255.1	plants_mart	33044	3463	655	1994	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/024/255//GCA_003024255.1_Red5_PS1_1.69.0/GCA_003024255.1_Red5_PS1_1.69.0_assembly_report.txt
acomosus_eg_gene	Ananas comosus genes (F153)	F153	Ananas comosus	4615	GCA_902162155.1	plants_mart	26730	4025	679	2089	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/162/155//GCA_902162155.1_F153/GCA_902162155.1_F153_assembly_report.txt
ahalleri_eg_gene	Arabidopsis halleri genes (Ahal2.2)	Ahal2.2	Arabidopsis halleri	63677	GCA_900078215.1	plants_mart	33223	5012	752	2538	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/078/215//GCA_900078215.1_Ahal2.2/GCA_900078215.1_Ahal2.2_assembly_report.txt
alyrata_eg_gene	Arabidopsis lyrata genes (v.1.0)	v.1.0	Arabidopsis lyrata	81972	GCA_000004255.1	plants_mart	33462	5204	800	2715	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/004/255//GCA_000004255.1_v.1.0/GCA_000004255.1_v.1.0_assembly_report.txt
aofficinalis_eg_gene	Asparagus officinalis genes (Aspof.V1)	Aspof.V1	Asparagus officinalis	4686	GCA_001876935.1	plants_mart	24676	3876	637	2004	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/876/935//GCA_001876935.1_Aspof.V1/GCA_001876935.1_Aspof.V1_assembly_report.txt
asot3098_eg_gene	Avena sativa OT3098 genes (Oat_OT3098_v2)	Oat_OT3098_v2	Avena sativa OT3098	4498	GCA_022788535.1	plants_mart	68571	2760	514	1606	https://ftp.ncbi.nih.gov/genomes/all/GCA/022/788/535//GCA_022788535.1_Oat_OT3098_v2/GCA_022788535.1_Oat_OT3098_v2_assembly_report.txt
assang_eg_gene	Avena sativa Sang genes (Asativa_sang.v1.1)	Asativa_sang.v1.1	Avena sativa Sang	4498	GCA_910574605.1	plants_mart	80608	2652	524	1580	https://ftp.ncbi.nih.gov/genomes/all/GCA/910/574/605//GCA_910574605.1_Avena_sativa_cv_Sang_v1_assembly/GCA_910574605.1_Avena_sativa_cv_Sang_v1_assembly_assembly_report.txt
atauschii_eg_gene	Aegilops tauschii genes (Aet v4.0)	Aet v4.0	Aegilops tauschii	200361	GCA_002575655.1	plants_mart	43362	3893	665	2090	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/575/655//GCA_002575655.1_Aet_v4.0/GCA_002575655.1_Aet_v4.0_assembly_report.txt
athaliana_eg_gene	Arabidopsis thaliana genes (TAIR10)	TAIR10	Arabidopsis thaliana	3702	GCA_000001735.1	plants_mart	32833	5891	995	3278	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/001/735//GCA_000001735.1_TAIR10/GCA_000001735.1_TAIR10_assembly_report.txt
atrichopoda_eg_gene	Amborella trichopoda genes (AMTR1.0)	AMTR1.0	Amborella trichopoda	13333	GCA_000471905.1	plants_mart	28353	4953	913	2580	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/471/905//GCA_000471905.1_AMTR1.0/GCA_000471905.1_AMTR1.0_assembly_report.txt
bdistachyon_eg_gene	Brachypodium distachyon genes (Brachypodium_distachyon_v3.0)	Brachypodium_distachyon_v3.0	Brachypodium distachyon	15368	GCA_000005505.4	plants_mart	35125	5044	923	2601	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/005/505//GCA_000005505.4_Brachypodium_distachyon_v3.0/GCA_000005505.4_Brachypodium_distachyon_v3.0_assembly_report.txt
bjuncea_eg_gene	Brassica juncea genes (ASM1870372v1)	ASM1870372v1	Brassica juncea	3707	GCA_018703725.1	plants_mart	92887	3559	617	1819	https://ftp.ncbi.nih.gov/genomes/all/GCA/018/703/725//GCA_018703725.1_ASM1870372v1/GCA_018703725.1_ASM1870372v1_assembly_report.txt
bnapus_eg_gene	Brassica napus genes (AST_PRJEB5043_v1)	AST_PRJEB5043_v1	Brassica napus	3708	GCA_000751015.1	plants_mart	104573	4077	834	2404	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/751/015//GCA_000751015.1_AST_PRJEB5043_v1/GCA_000751015.1_AST_PRJEB5043_v1_assembly_report.txt
boleracea_eg_gene	Brassica oleracea genes (BOL)	BOL	Brassica oleracea	109376	GCA_000695525.1	plants_mart	60586	4541	753	2370	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/695/525//GCA_000695525.1_BOL/GCA_000695525.1_BOL_assembly_report.txt
brapa_eg_gene	Brassica rapa genes (Brapa_1.0)	Brapa_1.0	Brassica rapa	3711	GCA_000309985.1	plants_mart	42186	2513	498	1548	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/309/985//GCA_000309985.1_Brapa_1.0/GCA_000309985.1_Brapa_1.0_assembly_report.txt
brro18_eg_gene	Brassica rapa R-o-18 genes (SCU_BraROA_2.3)	SCU_BraROA_2.3	Brassica rapa R-o-18	1813537	GCA_017639395.1	plants_mart	43129	4299	685	2089	https://ftp.ncbi.nih.gov/genomes/all/GCA/017/639/395//GCA_017639395.1_SCU_BraROA_2.3/GCA_017639395.1_SCU_BraROA_2.3_assembly_report.txt
bvulgaris_eg_gene	Beta vulgaris genes (RefBeet-1.2.2)	RefBeet-1.2.2	Beta vulgaris	3555	GCA_000511025.2	plants_mart	27964	4147	696	2060	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/511/025//GCA_000511025.2_RefBeet-1.2.2/GCA_000511025.2_RefBeet-1.2.2_assembly_report.txt
cannuum_eg_gene	Capsicum annuum genes (ASM51225v2)	ASM51225v2	Capsicum annuum	4072	GCA_000512255.2	plants_mart	35845	4599	869	2498	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/512/255//GCA_000512255.2_ASM51225v2/GCA_000512255.2_ASM51225v2_assembly_report.txt
cavellana_eg_gene	Corylus avellana genes (CavTom2PMs-1.0)	CavTom2PMs-1.0	Corylus avellana	13451	GCA_901000735.2	plants_mart	27270	3133	562	1627	https://ftp.ncbi.nih.gov/genomes/all/GCA/901/000/735//GCA_901000735.2_CavTom2PMs-1.0/GCA_901000735.2_CavTom2PMs-1.0_assembly_report.txt
cbraunii_eg_gene	Chara braunii genes (Cbr_1.0)	Cbr_1.0	Chara braunii	69332	GCA_003427395.1	plants_mart	34720	3154	658	1787	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/427/395//GCA_003427395.1_Cbr_1.0/GCA_003427395.1_Cbr_1.0_assembly_report.txt
ccajan_eg_gene	Cajanus cajan (pigeon pea) - GCA_000340665.1 genes (C.cajan_V1.0)	C.cajan_V1.0	Cajanus cajan (pigeon pea)	3821	GCA_000340665.1	plants_mart	48654	3558	656	2133	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/340/665//GCA_000340665.1_C.cajan_V1.0/GCA_000340665.1_C.cajan_V1.0_assembly_report.txt
ccanephora_eg_gene	Coffea canephora genes (AUK_PRJEB4211_v1)	AUK_PRJEB4211_v1	Coffea canephora	49390	GCA_900059795.1	plants_mart	25574	4051	707	2108	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/059/795//GCA_900059795.1_AUK_PRJEB4211_v1/GCA_900059795.1_AUK_PRJEB4211_v1_assembly_report.txt
ccapsularis_eg_gene	Corchorus capsularis genes (CCACVL1_1.0)	CCACVL1_1.0	Corchorus capsularis	210143	GCA_001974805.1	plants_mart	31378	4032	697	2081	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/974/805//GCA_001974805.1_CCACVL1_1.0/GCA_001974805.1_CCACVL1_1.0_assembly_report.txt
ccardunculus_eg_gene	Cynara cardunculus genes (CcrdV1)	CcrdV1	Cynara cardunculus	59895	GCA_001531365.1	plants_mart	26505	3884	685	2024	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/531/365//GCA_001531365.1_CcrdV1/GCA_001531365.1_CcrdV1_assembly_report.txt
ccitriodora_eg_gene	Corymbia citriodora genes (Ccitriodora_v2_1)	Ccitriodora_v2_1	Corymbia citriodora	360336	GCA_014858505.1	plants_mart	35628	3564	619	1776	https://ftp.ncbi.nih.gov/genomes/all/GCA/014/858/505//GCA_014858505.1_Ccitriodora_v2_1/GCA_014858505.1_Ccitriodora_v2_1_assembly_report.txt
cclementina_eg_gene	Citrus clementina genes (Citrus_clementina_v1.0)	Citrus_clementina_v1.0	Citrus clementina	85681	GCA_000493195.1	plants_mart	27179	3897	682	2075	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/493/195//GCA_000493195.1_Citrus_clementina_v1.0/GCA_000493195.1_Citrus_clementina_v1.0_assembly_report.txt
ccrispus_eg_gene	Chondrus crispus genes (ASM35022v2)	ASM35022v2	Chondrus crispus	2769	GCA_000350225.2	plants_mart	9841	2494	503	1458	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/350/225//GCA_000350225.2_ASM35022v2/GCA_000350225.2_ASM35022v2_assembly_report.txt
clanatus_eg_gene	Citrullus lanatus genes (Cla97_v1)	Cla97_v1	Citrullus lanatus	3654	GCA_000238415.2	plants_mart	22541	3447	604	1772	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/238/415//GCA_000238415.2_Cla97_v1/GCA_000238415.2_Cla97_v1_assembly_report.txt
cmelo_eg_gene	Cucumis melo genes (Melonv4)	Melonv4	Cucumis melo	3656	GCA_902497455.1	plants_mart	28299	3618	653	2010	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/497/455//GCA_902497455.1_Melonv4/GCA_902497455.1_Melonv4_assembly_report.txt
cmerolae_eg_gene	Cyanidioschyzon merolae genes (ASM9120v1)	ASM9120v1	Cyanidioschyzon merolae	280699	GCA_000091205.1	plants_mart	4984	2279	479	1430	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/091/205//GCA_000091205.1_ASM9120v1/GCA_000091205.1_ASM9120v1_assembly_report.txt
cquinoa_eg_gene	Chenopodium quinoa genes (ASM168347v1)	ASM168347v1	Chenopodium quinoa	63459	GCA_001683475.1	plants_mart	43952	3300	598	1671	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/683/475//GCA_001683475.1_ASM168347v1/GCA_001683475.1_ASM168347v1_assembly_report.txt
creinhardtii_eg_gene	Chlamydomonas reinhardtii genes (Chlamydomonas_reinhardtii_v5.5)	Chlamydomonas_reinhardtii_v5.5	Chlamydomonas reinhardtii	3055	GCA_000002595.3	plants_mart	17943	4073	899	2348	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/002/595//GCA_000002595.3_Chlamydomonas_reinhardtii_v5.5/GCA_000002595.3_Chlamydomonas_reinhardtii_v5.5_assembly_report.txt
csativa_eg_gene	Camelina sativa genes (Cs)	Cs	Camelina sativa	90675	GCA_000633955.1	plants_mart	89402	5012	762	2532	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/633/955//GCA_000633955.1_Cs/GCA_000633955.1_Cs_assembly_report.txt
csativus_eg_gene	Cucumis sativus genes (ASM407v2)	ASM407v2	Cucumis sativus	3659	GCA_000004075.2	plants_mart	24462	4708	901	2519	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/004/075//GCA_000004075.2_ASM407v2/GCA_000004075.2_ASM407v2_assembly_report.txt
csfemale_eg_gene	Cannabis sativa female genes (cs10)	cs10	Cannabis sativa female	3483	GCA_900626175.1	plants_mart	27249	3261	570	1665	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/626/175//GCA_900626175.1_cs10/GCA_900626175.1_cs10_assembly_report.txt
dcarota_eg_gene	Daucus carota genes (ASM162521v1)	ASM162521v1	Daucus carota	79200	GCA_001625215.1	plants_mart	34262	3996	688	2084	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/625/215//GCA_001625215.1_ASM162521v1/GCA_001625215.1_ASM162521v1_assembly_report.txt
dexilis_eg_gene	Digitaria exilis genes (Fonio_CM05836)	Fonio_CM05836	Digitaria exilis	1010633	GCA_902859565.1	plants_mart	59844	2895	547	1609	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/859/565//GCA_902859565.1_Fonio_CM05836/GCA_902859565.1_Fonio_CM05836_assembly_report.txt
drotundata_eg_gene	Dioscorea rotundata genes (TDr96_F1_v2_PseudoChromosome)	TDr96_F1_v2_PseudoChromosome	Dioscorea rotundata	55577	GCA_009730915.1	plants_mart	35464	3817	648	1881	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/730/915//GCA_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta/GCA_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta_assembly_report.txt
ecrusgalli_eg_gene	Echinochloa crus-galli genes (ec_v3)	ec_v3	Echinochloa crus-galli	90397	GCA_020466025.1	plants_mart	103850	2637	515	1548	https://ftp.ncbi.nih.gov/genomes/all/GCA/020/466/025//GCA_020466025.1_ec_v3/GCA_020466025.1_ec_v3_assembly_report.txt
ecurvula_eg_gene	Eragrostis curvula genes (CERZOS_E.curvula1.0)	CERZOS_E.curvula1.0	Eragrostis curvula	38414	GCA_007726485.1	plants_mart	56849	3429	583	1755	https://ftp.ncbi.nih.gov/genomes/all/GCA/007/726/485//GCA_007726485.1_CERZOS_EC1.0/GCA_007726485.1_CERZOS_EC1.0_assembly_report.txt
egrandis_eg_gene	Eucalyptus grandis genes (Egrandis1_0)	Egrandis1_0	Eucalyptus grandis	71139	GCA_000612305.1	plants_mart	36779	4685	891	2483	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/612/305//GCA_000612305.1_Egrandis1_0/GCA_000612305.1_Egrandis1_0_assembly_report.txt
esalsugineum_eg_gene	Eutrema salsugineum genes (Eutsalg1_0)	Eutsalg1_0	Eutrema salsugineum	72664	GCA_000478725.1	plants_mart	26528	5098	791	2655	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/478/725//GCA_000478725.1_Eutsalg1_0/GCA_000478725.1_Eutsalg1_0_assembly_report.txt
etef_eg_gene	Eragrostis tef genes (Salk_teff_dabbi_3.0)	Salk_teff_dabbi_3.0	Eragrostis tef	110835	GCA_024500355.1	plants_mart	41920	2868	531	1571	https://ftp.ncbi.nih.gov/genomes/all/GCA/024/500/355//GCA_024500355.1_Salk_teff_dabbi_3.0/GCA_024500355.1_Salk_teff_dabbi_3.0_assembly_report.txt
fcarica_eg_gene	Ficus carica genes (UNIPI_FiCari_1.0)	UNIPI_FiCari_1.0	Ficus carica	3494	GCA_009761775.1	plants_mart	37832	3378	597	1714	https://ftp.ncbi.nih.gov/genomes/all/GCA/009/761/775//GCA_009761775.1_UNIPI_FiCari_1.0/GCA_009761775.1_UNIPI_FiCari_1.0_assembly_report.txt
fexcelsior_eg_gene	Fraxinus excelsior genes (BATG-0.5)	BATG-0.5	Fraxinus excelsior	38873	GCA_900149125.1	plants_mart	38948	3377	616	1735	https://ftp.ncbi.nih.gov/genomes/all/GCA/900/149/125//GCA_900149125.1_BATG-0.5/GCA_900149125.1_BATG-0.5_assembly_report.txt
gmax_eg_gene	Glycine max genes (Glycine_max_v2.1)	Glycine_max_v2.1	Glycine max	3847	GCA_000004515.4	plants_mart	57147	4395	905	2541	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/004/515//GCA_000004515.4_Glycine_max_v2.1/GCA_000004515.4_Glycine_max_v2.1_assembly_report.txt
graimondii_eg_gene	Gossypium raimondii genes (Graimondii2_0_v6)	Graimondii2_0_v6	Gossypium raimondii	29730	GCA_000327365.1	plants_mart	38208	3761	679	2085	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/327/365//GCA_000327365.1_Graimondii2_0/GCA_000327365.1_Graimondii2_0_assembly_report.txt
gsulphuraria_eg_gene	Galdieria sulphuraria genes (ASM34128v1)	ASM34128v1	Galdieria sulphuraria	130081	GCA_000341285.1	plants_mart	6723	2611	544	1815	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/341/285//GCA_000341285.1_ASM34128v1/GCA_000341285.1_ASM34128v1_assembly_report.txt
hannuus_eg_gene	Helianthus annuus genes (HanXRQr2.0-SUNRISE)	HanXRQr2.0-SUNRISE	Helianthus annuus	4232	GCA_002127325.2	plants_mart	83177	4683	899	2535	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/127/325//GCA_002127325.2_HanXRQr2.0-SUNRISE/GCA_002127325.2_HanXRQr2.0-SUNRISE_assembly_report.txt
hvgoldenpromise_eg_gene	Hordeum vulgare GoldenPromise genes (GPv1)	GPv1	Hordeum vulgare GoldenPromise	112509	GCA_902500625.1	plants_mart	62068	3771	712	2074	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/500/625//GCA_902500625.1_GPv1/GCA_902500625.1_GPv1_assembly_report.txt
hvtritex_eg_gene	Hordeum vulgare TRITEX genes (Morex_V2_scaf)	Morex_V2_scaf	Hordeum vulgare TRITEX	112509	GCA_903813605.1	plants_mart	32159	4043	765	2185	https://ftp.ncbi.nih.gov/genomes/all/GCA/903/813/605//GCA_903813605.1_Morex_V2_scaf/GCA_903813605.1_Morex_V2_scaf_assembly_report.txt
hvulgare_eg_gene	Hordeum vulgare genes (MorexV3_pseudomolecules_assembly)	MorexV3_pseudomolecules_assembly	Hordeum vulgare	112509	GCA_904849725.1	plants_mart	35826	4228	754	2285	https://ftp.ncbi.nih.gov/genomes/all/GCA/904/849/725//GCA_904849725.1_MorexV3_pseudomolecules_assembly/GCA_904849725.1_MorexV3_pseudomolecules_assembly_assembly_report.txt
itriloba_eg_gene	Ipomoea triloba genes (ASM357664v1)	ASM357664v1	Ipomoea triloba	35885	GCA_003576645.1	plants_mart	31418	3638	631	1805	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/576/645//GCA_003576645.1_ASM357664v1/GCA_003576645.1_ASM357664v1_assembly_report.txt
jregia_eg_gene	Juglans regia genes (Walnut_2.0)	Walnut_2.0	Juglans regia	51240	GCA_001411555.2	plants_mart	40487	4293	863	2409	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/411/555//GCA_001411555.2_Walnut_2.0/GCA_001411555.2_Walnut_2.0_assembly_report.txt
kfedtschenkoi_eg_gene	Kalanchoe fedtschenkoi genes (K_fedtschenkoi_M2_v1)	K_fedtschenkoi_M2_v1	Kalanchoe fedtschenkoi	63787	GCA_002312845.1	plants_mart	30964	3691	622	1856	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/312/845//GCA_002312845.1_K_fedtschenkoi_M2_v1/GCA_002312845.1_K_fedtschenkoi_M2_v1_assembly_report.txt
langustifolius_eg_gene	Lupinus angustifolius genes (LupAngTanjil_v1.0)	LupAngTanjil_v1.0	Lupinus angustifolius	3871	GCA_001865875.1	plants_mart	35170	3551	650	1931	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/865/875//GCA_001865875.1_LupAngTanjil_v1.0/GCA_001865875.1_LupAngTanjil_v1.0_assembly_report.txt
lperenne_eg_gene	Lolium perenne genes (MPB_Lper_Kyuss_1697)	MPB_Lper_Kyuss_1697	Lolium perenne	4522	GCA_019359855.1	plants_mart	38868	3723	610	1838	https://ftp.ncbi.nih.gov/genomes/all/GCA/019/359/855//GCA_019359855.1_MPB_Lper_Kyuss_1697/GCA_019359855.1_MPB_Lper_Kyuss_1697_assembly_report.txt
lperrieri_eg_gene	Leersia perrieri genes (Lperr_V1.4)	Lperr_V1.4	Leersia perrieri	77586	GCA_000325765.3	plants_mart	29996	4114	700	2169	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/325/765//GCA_000325765.3_Lperr_V1.4/GCA_000325765.3_Lperr_V1.4_assembly_report.txt
lsativa_eg_gene	Lactuca sativa genes (Lsat_Salinas_v7)	Lsat_Salinas_v7	Lactuca sativa	4236	GCA_002870075.2	plants_mart	38693	4716	895	2502	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/870/075//GCA_002870075.2_Lsat_Salinas_v7/GCA_002870075.2_Lsat_Salinas_v7_assembly_report.txt
macuminata_eg_gene	Musa acuminata genes (Musa_acuminata_v2)	Musa_acuminata_v2	Musa acuminata	214687	GCA_904845865.1	plants_mart	35275	4250	787	2226	https://ftp.ncbi.nih.gov/genomes/all/GCA/904/845/865//GCA_904845865.1_assembly_for_Musa_acuminata_subsp._malaccensis/GCA_904845865.1_assembly_for_Musa_acuminata_subsp._malaccensis_assembly_report.txt
mdgolden_eg_gene	Malus domestica Golden genes (ASM211411v1)	ASM211411v1	Malus domestica Golden	3750	GCA_002114115.1	plants_mart	42496	3202	614	1966	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/114/115//GCA_002114115.1_ASM211411v1/GCA_002114115.1_ASM211411v1_assembly_report.txt
mesculenta_eg_gene	Manihot esculenta genes (Manihot esculenta v6)	Manihot esculenta v6	Manihot esculenta	3983	GCA_001659605.1	plants_mart	34120	4551	873	2493	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/659/605//GCA_001659605.1_Manihot_esculenta_v6/GCA_001659605.1_Manihot_esculenta_v6_assembly_report.txt
mpolymorpha_eg_gene	Marchantia polymorpha genes (Marchanta_polymorpha_v1)	Marchanta_polymorpha_v1	Marchantia polymorpha	3197	GCA_003032435.1	plants_mart	19287	3627	720	2059	https://ftp.ncbi.nih.gov/genomes/all/GCA/003/032/435//GCA_003032435.1_Marchanta_polymorpha_v1/GCA_003032435.1_Marchanta_polymorpha_v1_assembly_report.txt
mtruncatula_eg_gene	Medicago truncatula genes (MedtrA17_4.0)	MedtrA17_4.0	Medicago truncatula	3880	GCA_000219495.2	plants_mart	52847	4945	939	2983	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/219/495//GCA_000219495.2_MedtrA17_4.0/GCA_000219495.2_MedtrA17_4.0_assembly_report.txt
nattenuata_eg_gene	Nicotiana attenuata genes (NIATTr2)	NIATTr2	Nicotiana attenuata	49451	GCA_001879085.1	plants_mart	36404	4084	674	2138	https://ftp.ncbi.nih.gov/genomes/all/GCA/001/879/085//GCA_001879085.1_NIATTr2/GCA_001879085.1_NIATTr2_assembly_report.txt
ncolorata_eg_gene	Nymphaea colorata genes (ASM883128v1)	ASM883128v1	Nymphaea colorata	210225	GCA_008831285.1	plants_mart	28438	3939	657	1969	https://ftp.ncbi.nih.gov/genomes/all/GCA/008/831/285//GCA_008831285.1_ASM883128v1/GCA_008831285.1_ASM883128v1_assembly_report.txt
obarthii_eg_gene	Oryza barthii genes (O.barthii_v1)	O.barthii_v1	Oryza barthii	65489	GCA_000182155.2	plants_mart	35553	4074	684	2186	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/182/155//GCA_000182155.2_O.barthii_v1/GCA_000182155.2_O.barthii_v1_assembly_report.txt
obrachyantha_eg_gene	Oryza brachyantha genes (Oryza_brachyantha.v1.4b)	Oryza_brachyantha.v1.4b	Oryza brachyantha	4533	GCA_000231095.2	plants_mart	32463	4176	692	2186	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/231/095//GCA_000231095.2_Oryza_brachyantha.v1.4b/GCA_000231095.2_Oryza_brachyantha.v1.4b_assembly_report.txt
oesylvestris_eg_gene	Olea europaea var. sylvestris genes (O_europaea_v1)	O_europaea_v1	Olea europaea var. sylvestris	158386	GCA_002742605.1	plants_mart	50681	2471	490	1500	https://ftp.ncbi.nih.gov/genomes/all/GCA/002/742/605//GCA_002742605.1_O_europaea_v1/GCA_002742605.1_O_europaea_v1_assembly_report.txt
oeuropaea_eg_gene	Olea europaea genes (OLEA9)	OLEA9	Olea europaea	158383	GCA_902713445.1	plants_mart	55595	3317	601	1749	https://ftp.ncbi.nih.gov/genomes/all/GCA/902/713/445//GCA_902713445.1_OLEA9/GCA_902713445.1_OLEA9_assembly_report.txt
oglaberrima_eg_gene	Oryza glaberrima genes (Oryza_glaberrima_V1)	Oryza_glaberrima_V1	Oryza glaberrima	4538	GCA_000147395.1	plants_mart	34130	4066	683	2172	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/147/395//GCA_000147395.1_Oryza_glaberrima_V1/GCA_000147395.1_Oryza_glaberrima_V1_assembly_report.txt
oglumipatula_eg_gene	Oryza glumipatula genes (Oryza_glumaepatula_v1.5)	Oryza_glumaepatula_v1.5	Oryza glumipatula	40148	GCA_000576495.1	plants_mart	36379	4127	684	2195	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/576/495//GCA_000576495.1_Oryza_glumaepatula_v1.5/GCA_000576495.1_Oryza_glumaepatula_v1.5_assembly_report.txt
oindica_eg_gene	Oryza sativa Indica Group genes (ASM465v1)	ASM465v1	Oryza sativa Indica Group	39946	GCA_000004655.2	plants_mart	42031	4213	723	2365	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/004/655//GCA_000004655.2_ASM465v1/GCA_000004655.2_ASM465v1_assembly_report.txt
olongistaminata_eg_gene	Oryza longistaminata genes (O_longistaminata_v1.0)	O_longistaminata_v1.0	Oryza longistaminata	4528	GCA_000789195.1	plants_mart	32807	3590	589	1800	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/789/195//GCA_000789195.1_O_longistaminata_v1.0/GCA_000789195.1_O_longistaminata_v1.0_assembly_report.txt
olucimarinus_eg_gene	Ostreococcus lucimarinus genes (ASM9206v1)	ASM9206v1	Ostreococcus lucimarinus	436017	GCA_000092065.1	plants_mart	7664	3027	620	1673	https://ftp.ncbi.nih.gov/genomes/all/GCA/000/092/065//GCA_000092065.1_ASM9206v1/GCA_000092065.1_ASM9206v1_assembly_report.txt
